,used,exhausted,rounds
1533,1.0,1.0,[0]
397,1.0,1.0,[0]
473,1.0,1.0,[0]
597,1.0,1.0,[0]
63,1.0,1.0,[0]
419,1.0,1.0,[0]
1515,1.0,1.0,[0]
669,1.0,1.0,[0]
1099,1.0,1.0,[0]
14,1.0,1.0,[0]
323,1.0,1.0,[0]
331,1.0,1.0,[0]
1750,1.0,1.0,[0]
1919,1.0,1.0,[0]
2045,1.0,1.0,[0]
796,1.0,1.0,[0]
1143,1.0,1.0,[0]
114,1.0,1.0,[0]
101,1.0,1.0,[0]
1686,1.0,1.0,[0]
1666,1.0,1.0,[0]
12,1.0,1.0,[0]
1261,1.0,1.0,[0]
2102,1.0,1.0,[0]
147,1.0,1.0,[0]
86,1.0,1.0,[0]
270,1.0,1.0,[0]
825,1.0,1.0,[0]
2061,1.0,1.0,[0]
1937,1.0,1.0,[0]
1225,1.0,1.0,[0]
296,1.0,1.0,[0]
1435,1.0,1.0,[0]
789,1.0,1.0,[0]
917,1.0,1.0,[0]
507,1.0,1.0,[0]
11,1.0,1.0,[0]
1662,1.0,1.0,[0]
1984,1.0,1.0,[0]
183,1.0,1.0,[0]
1105,1.0,1.0,[0]
2052,1.0,1.0,[0]
1500,1.0,1.0,[0]
973,1.0,1.0,[0]
1844,1.0,1.0,[0]
2145,1.0,1.0,[0]
410,1.0,1.0,[0]
2109,1.0,1.0,[0]
2242,1.0,1.0,[0]
1607,1.0,1.0,[0]
2238,1.0,1.0,[0]
1113,1.0,1.0,[0]
979,1.0,1.0,[0]
609,1.0,1.0,[0]
1808,1.0,1.0,[0]
1273,1.0,1.0,[0]
1577,1.0,1.0,[0]
1291,1.0,1.0,[0]
1253,1.0,1.0,[0]
1293,1.0,1.0,[0]
1351,1.0,1.0,[0]
1495,1.0,1.0,[0]
6,1.0,1.0,[0]
808,1.0,1.0,[0]
44,1.0,1.0,[0]
550,1.0,1.0,[0]
1204,1.0,1.0,[0]
589,1.0,1.0,[0]
1656,1.0,1.0,[0]
205,1.0,1.0,[0]
261,1.0,1.0,[0]
845,1.0,1.0,[0]
76,1.0,1.0,[0]
1612,1.0,1.0,[0]
1232,1.0,1.0,[0]
953,1.0,1.0,[0]
2034,1.0,1.0,[0]
81,1.0,1.0,[0]
1492,1.0,1.0,[0]
327,1.0,1.0,[0]
2327,1.0,1.0,[0]
1335,1.0,1.0,[0]
1471,1.0,1.0,[0]
148,1.0,1.0,[0]
1974,1.0,1.0,[0]
2050,1.0,1.0,[0]
1866,1.0,1.0,[0]
2362,1.0,1.0,[0]
1484,1.0,1.0,[0]
2014,1.0,1.0,[0]
2188,1.0,1.0,[0]
526,1.0,1.0,[0]
935,1.0,1.0,[0]
795,1.0,1.0,[0]
2277,1.0,1.0,[0]
544,1.0,1.0,[0]
1190,1.0,1.0,[0]
773,1.0,1.0,[0]
1981,1.0,1.0,[0]
2225,1.0,1.0,[0]
2164,1.0,1.0,[0]
1346,1.0,1.0,[0]
1706,1.0,1.0,[0]
1157,1.0,1.0,[0]
599,1.0,1.0,[0]
380,1.0,1.0,[0]
